Timestamp,"Apakah Anda bersedia mengisi survei ini?

Cuman sedikit kok pertanyaanya!","Berapa usia Anda? (tulis angka, contoh: 22)",Domisili Anda saat ini,"Pekerjaan utama Anda saat ini? 

Kalau punya lebih dari satu, pilih yang PALING UTAMA.",Biasanya Anda mendapatkan pekerjaan/pesanan dari mana? Pilih yang sesuai.,"Apakah pekerjaan ini menjadi sumber penghasilan utama Anda?

0 — Tidak, hanya tambahan 
1 — Kadang utama, kadang tambahan
2 — Ya, penghasilan utama"," Sudah berapa lama Anda menjalankan pekerjaan ini? (tulis dalam bulan, contoh: 8)",Berapa hari dalam seminggu ada bekerja?,"Berapa jam Anda bekerja dalam sehari? (tulis angka, contoh: 6)","Berapa penghasilan Anda minggu lalu? (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda dua minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda tiga minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda empat minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Dalam sebulan, di minggu mana penghasilan Anda biasanya paling tinggi?

1 — Minggu pertama 
2 — Minggu kedua 
3 — Minggu ketiga 
4 — Minggu keempat 
0 — Tidak ada pola, tiap bulan beda",Kapan biasanya penghasilan Anda lebih ramai? (pilih semua yang sesuai), Apa yang paling sering membuat penghasilan Anda naik atau turun? (pilih maksimal 3),"Kalau ada aplikasi yang bisa memperkirakan penghasilan Anda beberapa minggu ke depan, apakah itu membantu?","Fitur apa yang paling Anda butuhkan?

Pilih maksimal 3.","Ada cerita atau masukan tentang penghasilan tidak tetap yang mau Anda bagikan?

Boleh dikosongkan — tapi jawaban Anda sangat berarti untuk kami 🙏", Kontak Hadiah GoPay  
6/4/2026 09:49:20,Ya,43,Yogyakarta,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",1,23,6,9,435000,870000,565000,450000,4,"Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Rating atau ulasan pelanggan",5,"Perkiraan penghasilan minggu depan, Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun","kadang weekend ramai banget, weekday sepi",
6/4/2026 16:23:34,Ya,20,Bandung,Freelance desain / editing / ilustrasi,"Website freelance seperti Fiverr, Upwork, Projects.co.id",1,15,5,6,315000,350000,335000,450000,4,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Tanggal gajian / akhir bulan",1,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",butuh fitur yang bisa ingetin kalau udah boros,
6/4/2026 21:04:04,Ya,32,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Jualan online / reseller / toko online,"Shopee / Tokopedia / Lazada / marketplace, WhatsApp / kenalan / pelanggan langsung",1,20,5,4,360000,540000,115000,255000,4,"Awal bulan, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,"Saran menabung, Saran batas pengeluaran minggu ini","kalau akhir bulan biasa ramai, tapi ga selalu",
6/4/2026 16:15:24,Ya,29,Jawa Timur lainnya,Tutor / guru les / pengajar lepas,"Ruangguru / Superprof / platform les online, WhatsApp / kenalan / pelanggan langsung",0,48,3,2,110000,170000,265000,180000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Jam saya bekerja",3,Saran menabung,,
6/4/2026 14:47:21,Ya,25,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Content creator / admin media sosial,Instagram / TikTok / YouTube,1,15,6,6,80000,335000,210000,220000,0,"Harbolnas / tanggal kembar (11.11, 12.12), Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",4,"Saran menabung, Saran batas pengeluaran minggu ini","Kadang sepi banget, bisa seminggu cuma dapat 200ribu.",
6/4/2026 17:33:31,Ya,22,Bali / NTB / NTT,Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id",2,21,4,5,335000,480000,715000,465000,0,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,Saran menabung,susah menabung karena ga tau kapan dapat banyak,
6/4/2026 10:04:00,Ya,24,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Content creator / admin media sosial,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",2,75,4,5,240000,220000,130000,170000,4,"Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Akhir pekan atau hari libur",5,Saran batas pengeluaran minggu ini,"income ga pernah sama tiap minggu, bikin pusing budgeting",
6/4/2026 12:49:54,Ya,20,Bandung,Content creator / admin media sosial,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,6,4,4,20000,145000,50000,80000,0,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran","kadang weekend ramai banget, weekday sepi",
6/4/2026 22:40:53,Ya,29,Semarang,Jualan online / reseller / toko online,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,22,6,6,85000,230000,510000,55000,1,"Awal bulan, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun","kadang weekend ramai banget, weekday sepi",
6/5/2026 16:00:38,Ya,34,Bandung,Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll), WhatsApp / kenalan / pelanggan langsung",2,16,6,9,365000,705000,840000,780000,1,"Saat ada promo dari aplikasi, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Cuaca",4,Saran batas pengeluaran minggu ini,,
6/5/2026 23:12:41,Ya,35,Bandung,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,1,45,6,6,635000,590000,650000,420000,0,"Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",5,Saran batas pengeluaran minggu ini,Susah ngatur pengeluaran kalau pendapatan ga menentu.,
6/5/2026 17:07:21,Ya,22,Yogyakarta,Tutor / guru les / pengajar lepas,Ruangguru / Superprof / platform les online,0,24,4,4,280000,110000,210000,125000,2,Awal bulan,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Jam saya bekerja",4,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran","Penghasilan sering naik turun, susah nabung.",
6/5/2026 21:11:18,Ya,24,Surabaya,Content creator / admin media sosial,WhatsApp / kenalan / pelanggan langsung,1,27,4,5,10000,5000,55000,105000,3,"Akhir pekan / Sabtu-Minggu, Harbolnas / tanggal kembar (11.11, 12.12), Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Akhir pekan atau hari libur",2,Saran batas pengeluaran minggu ini,,
6/5/2026 17:23:36,Ya,21,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Content creator / admin media sosial,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,5,4,6,215000,250000,310000,135000,0,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Tanggal gajian / akhir bulan",3,Saran menabung,penghasilan tergantung cuaca dan mood pelanggan,
6/5/2026 19:57:59,Ya,26,Jawa Barat lainnya,Content creator / admin media sosial,WhatsApp / kenalan / pelanggan langsung,0,26,3,2,80000,100000,80000,80000,3,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Akhir pekan atau hari libur",4,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya",,
6/5/2026 09:15:54,Ya,30,Jawa Timur lainnya,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,11,7,8,520000,635000,965000,1180000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Jam saya bekerja",3,Saran batas pengeluaran minggu ini,,
6/5/2026 18:37:01,Ya,21,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,10,5,10,535000,530000,665000,645000,4,"Harbolnas / tanggal kembar (11.11, 12.12), Awal bulan","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",5,"Perkiraan penghasilan minggu depan, Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun","Waktu akhir bulan lumayan ramai, tapi habis itu sepi lagi.",
6/5/2026 13:46:06,Ya,21,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Jualan online / reseller / toko online,Instagram / TikTok / YouTube,1,32,5,5,635000,320000,50000,330000,0,Awal bulan,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Tanggal gajian / akhir bulan",5,"Tips mengatur uang buat pekerja seperti saya, Ringkasan pemasukan dan pengeluaran",Susah ngatur pengeluaran kalau pendapatan ga menentu.,
6/5/2026 17:12:32,Ya,23,Yogyakarta,Content creator / admin media sosial,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,3,3,3,200000,310000,270000,155000,1,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",3,"Ringkasan pemasukan dan pengeluaran, Tips mengatur uang buat pekerja seperti saya",,
6/5/2026 09:06:08,Ya,28,Sumatera,Content creator / admin media sosial,WhatsApp / kenalan / pelanggan langsung,2,39,4,6,125000,175000,245000,170000,1,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Promo dari platform / aplikasi",3,Perkiraan penghasilan minggu depan,"kalau akhir bulan biasa ramai, tapi ga selalu",
6/5/2026 19:05:53,Ya,39,Sumatera,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,38,7,8,825000,1045000,980000,380000,4,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Tips mengatur uang buat pekerja seperti saya, Ringkasan pemasukan dan pengeluaran",,
6/5/2026 12:14:14,Ya,17,Sulawesi,Content creator / admin media sosial,WhatsApp / kenalan / pelanggan langsung,1,61,4,4,40000,175000,195000,170000,1,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Promo dari platform / aplikasi",1,"Perkiraan penghasilan minggu depan, Saran batas pengeluaran minggu ini",,
6/6/2026 12:20:28,Ya,25,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",0,5,6,10,350000,40000,355000,405000,2,"Saat cuaca bagus, Ramadan / menjelang Lebaran, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Cuaca",4,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",,
6/6/2026 13:13:26,Ya,42,Yogyakarta,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,22,6,9,545000,295000,620000,425000,4,"Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",4,Saran menabung,"kalau akhir bulan biasa ramai, tapi ga selalu",
6/6/2026 17:46:26,Ya,25,Kalimantan,Content creator / admin media sosial,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",2,14,4,5,275000,240000,205000,170000,2,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",4,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya",Pengen bisa prediksi income biar bisa rencanain pengeluaran.,
6/6/2026 11:38:28,Ya,51,Sulawesi,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,10,5,9,305000,665000,615000,730000,4,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan","income dari Pekerja harian ga stabil, makanya pengen ada tools buat bantu atur keuangan",
6/6/2026 19:32:40,Ya,25,Lainnya,Jualan online / reseller / toko online,"Shopee / Tokopedia / Lazada / marketplace, Instagram / TikTok / YouTube",0,39,5,3,365000,275000,595000,510000,1,"Saat ada promo dari aplikasi, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",4,"Saran menabung, Tips mengatur uang buat pekerja seperti saya","Kadang sepi banget, bisa seminggu cuma dapat 150ribu.",
6/6/2026 10:18:01,Ya,23,Yogyakarta,Jualan online / reseller / toko online,Instagram / TikTok / YouTube,2,6,4,6,795000,410000,520000,820000,1,"Harbolnas / tanggal kembar (11.11, 12.12), Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Akhir pekan atau hari libur",5,"Saran menabung, Saran batas pengeluaran minggu ini",sering kali gak bisa bedain mana kebutuhan mana keinginan karena income ga pasti,
6/6/2026 17:32:20,Ya,33,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,14,6,8,575000,475000,635000,320000,0,"Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Akhir pekan atau hari libur",5,"Saran menabung, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan","Kalau lagi sakit langsung ga ada pemasukan, khawatir.",
6/6/2026 16:34:54,Ya,21,Jawa Timur lainnya,Content creator / admin media sosial,WhatsApp / kenalan / pelanggan langsung,2,18,4,6,45000,145000,125000,225000,0,"Ramadan / menjelang Lebaran, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Saran menabung, Saran batas pengeluaran minggu ini",,
6/6/2026 11:07:28,Ya,26,Sumatera,Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id, WhatsApp / kenalan / pelanggan langsung",0,52,4,8,155000,325000,290000,355000,0,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",4,"Tips mengatur uang buat pekerja seperti saya, Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun","Kadang sepi banget, bisa seminggu cuma dapat 150ribu.",
6/6/2026 13:43:35,Ya,28,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,20,6,9,690000,885000,900000,435000,1,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Kondisi fisik / capek / sakit",4,"Saran menabung, Tips mengatur uang buat pekerja seperti saya",,
6/6/2026 12:12:49,Ya,22,Jawa Timur lainnya,Freelance desain / editing / ilustrasi,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",2,28,6,5,580000,695000,390000,570000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",4,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun","Bulan kemarin lumayan, tapi bulan ini sepi banget.",
6/6/2026 23:49:17,Ya,29,Jawa Barat lainnya,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",0,8,6,8,580000,645000,725000,685000,1,"Saat ada promo dari aplikasi, Saat cuaca bagus","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Promo dari platform / aplikasi",3,"Saran menabung, Ringkasan pemasukan dan pengeluaran",susah menabung karena ga tau kapan dapat banyak,
6/7/2026 16:17:38,Ya,25,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id",1,31,4,6,385000,385000,325000,475000,4,Awal bulan,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Rating atau ulasan pelanggan",4,Saran menabung,,
6/7/2026 19:20:54,Ya,19,Semarang,Freelance desain / editing / ilustrasi,"Website freelance seperti Fiverr, Upwork, Projects.co.id, WhatsApp / kenalan / pelanggan langsung",1,4,4,5,205000,435000,445000,220000,1,"Awal bulan, Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Jam saya bekerja",5,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",,
6/7/2026 17:40:04,Ya,25,Jawa Barat lainnya,Tutor / guru les / pengajar lepas,"Ruangguru / Superprof / platform les online, WhatsApp / kenalan / pelanggan langsung",0,48,5,3,215000,375000,275000,155000,1,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,Saran menabung,butuh fitur yang bisa ingetin kalau udah boros,
6/7/2026 12:09:16,Ya,42,Sumatera,Jualan online / reseller / toko online,WhatsApp / kenalan / pelanggan langsung,1,42,6,7,450000,485000,230000,560000,4,"Harbolnas / tanggal kembar (11.11, 12.12), Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Tanggal gajian / akhir bulan",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran",,
6/7/2026 10:24:01,Ya,17,Bali / NTB / NTT,Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id",1,35,4,5,1015000,775000,455000,420000,0,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",2,"Saran menabung, Ringkasan pemasukan dan pengeluaran","Penghasilan sering naik turun, susah nabung.",
6/7/2026 22:01:00,Ya,39,Surabaya,Jualan online / reseller / toko online,Shopee / Tokopedia / Lazada / marketplace,2,48,4,4,410000,400000,260000,655000,3,"Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Akhir pekan atau hari libur",4,Ringkasan pemasukan dan pengeluaran,penghasilan tergantung cuaca dan mood pelanggan,
6/7/2026 12:39:26,Ya,23,Jawa Barat lainnya,Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id, WhatsApp / kenalan / pelanggan langsung",1,6,4,6,455000,325000,505000,845000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",2,"Saran menabung, Ringkasan pemasukan dan pengeluaran",,
6/7/2026 09:22:57,Ya,23,Bali / NTB / NTT,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,8,7,7,840000,390000,480000,860000,0,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Tips mengatur uang buat pekerja seperti saya, Ringkasan pemasukan dan pengeluaran","kadang weekend ramai banget, weekday sepi",
6/7/2026 19:45:25,Ya,29,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Jualan online / reseller / toko online,Instagram / TikTok / YouTube,2,5,4,7,640000,285000,530000,450000,1,"Saat ada promo dari aplikasi, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",5,"Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",Pengen bisa prediksi income biar bisa rencanain pengeluaran.,
6/7/2026 10:20:00,Ya,41,Bandung,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,32,5,8,530000,645000,685000,505000,2,"Ramadan / menjelang Lebaran, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,Saran batas pengeluaran minggu ini,,
6/7/2026 09:29:53,Ya,30,Semarang,Kurir / pengantar barang atau makanan,WhatsApp / kenalan / pelanggan langsung,2,14,5,10,850000,420000,705000,570000,2,"Awal bulan, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Cuaca",4,"Saran menabung, Perkiraan penghasilan minggu depan, Pengingat kalau penghasilan sedang turun","Penghasilan sering naik turun, susah nabung.",
6/7/2026 10:43:10,Ya,36,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,34,5,8,440000,265000,475000,690000,1,"Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Kondisi fisik / capek / sakit",4,Saran menabung,"kadang weekend ramai banget, weekday sepi",
6/7/2026 19:51:15,Ya,28,Yogyakarta,Freelance desain / editing / ilustrasi,"Website freelance seperti Fiverr, Upwork, Projects.co.id",2,63,5,5,425000,815000,785000,785000,0,"Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Jam saya bekerja",5,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",Pengen bisa prediksi income biar bisa rencanain pengeluaran.,
6/8/2026 10:56:48,Ya,32,Jawa Barat lainnya,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,16,6,8,335000,465000,365000,890000,1,"Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Perkiraan penghasilan minggu depan, Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",Susah ngatur pengeluaran kalau pendapatan ga menentu.,
6/8/2026 16:26:42,Ya,29,Sulawesi,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,11,7,8,460000,840000,925000,980000,2,"Saat ada promo dari aplikasi, Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Cuaca",5,"Saran menabung, Saran batas pengeluaran minggu ini",,
6/8/2026 20:45:47,Ya,22,Bali / NTB / NTT,Freelance desain / editing / ilustrasi,"Website freelance seperti Fiverr, Upwork, Projects.co.id, Instagram / TikTok / YouTube",2,54,2,7,170000,200000,220000,185000,4,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,Saran batas pengeluaran minggu ini,pengen tau minggu ini bakal dapat berapa biar bisa atur pengeluaran,
